_id,no2,pm25,pm10,temperature,humidity,timestamp
692ab2ab89680975d517c5aa,83.72,2.4,4.5,30.1,66.3,2025-11-29 15:45:32
692ab2bf89680975d517c5ab,81.62,2.6,3.0,30.1,66.4,2025-11-29 15:45:52
692ab2d389680975d517c5ac,81.84,2.5,3.5,30.1,66.3,2025-11-29 15:46:12
692ab2e789680975d517c5ad,82.06,4.2,4.9,30.1,66.3,2025-11-29 15:46:32
692ab2fb89680975d517c5ae,81.84,3.1,5.2,30.1,66.4,2025-11-29 15:46:52
692ab30f89680975d517c5af,81.95,2.6,2.8,30.1,66.5,2025-11-29 15:47:12
692ab32389680975d517c5b0,81.95,3.3,7.3,30.1,66.6,2025-11-29 15:47:32
692ab33789680975d517c5b1,82.28,2.2,5.7,30.1,66.5,2025-11-29 15:47:52
692ab34b89680975d517c5b2,81.51,3.4,4.5,30.1,66.5,2025-11-29 15:48:12
692ab35f89680975d517c5b3,80.85,4.0,15.6,30.1,66.5,2025-11-29 15:48:32
692ab37389680975d517c5b4,81.51,2.0,2.6,30.1,66.6,2025-11-29 15:48:52
692ab38789680975d517c5b5,81.4,2.6,6.0,30.1,66.5,2025-11-29 15:49:12
692ab39b89680975d517c5b6,82.72,2.5,3.6,30.1,66.6,2025-11-29 15:49:32
692ab3af89680975d517c5b7,82.17,2.3,3.4,30.1,66.5,2025-11-29 15:49:52
692ab3c389680975d517c5b8,81.51,3.2,3.5,30.1,66.5,2025-11-29 15:50:12
692ab3d789680975d517c5b9,82.5,3.3,9.8,30.2,66.6,2025-11-29 15:50:32
692ab3eb89680975d517c5ba,82.28,3.1,3.4,30.1,66.4,2025-11-29 15:50:52
692ab3ff89680975d517c5bb,82.83,3.3,3.7,30.1,66.3,2025-11-29 15:51:12
692ab41389680975d517c5bc,82.72,3.4,3.7,30.1,66.3,2025-11-29 15:51:32
692ab42789680975d517c5bd,82.83,1.8,2.2,30.1,66.2,2025-11-29 15:51:52
692ab43b89680975d517c5be,82.06,2.6,2.8,30.1,66.2,2025-11-29 15:52:12
692ab44f89680975d517c5bf,82.39,2.7,3.0,30.1,66.3,2025-11-29 15:52:32
692ab46389680975d517c5c0,83.05,2.9,15.8,30.1,66.3,2025-11-29 15:52:52
692ab47789680975d517c5c1,82.72,2.2,2.7,30.2,66.4,2025-11-29 15:53:12
692ab48b89680975d517c5c2,83.16,3.1,3.4,30.2,66.4,2025-11-29 15:53:32
692ab49f89680975d517c5c3,83.83,1.9,2.1,30.1,66.4,2025-11-29 15:53:52
692ab4b389680975d517c5c4,83.39,3.1,9.4,30.1,66.5,2025-11-29 15:54:12
692ab4c789680975d517c5c5,83.05,3.7,4.3,30.1,66.4,2025-11-29 15:54:32
692ab4db89680975d517c5c6,82.94,2.2,5.1,30.1,66.3,2025-11-29 15:54:52
692ab4ef89680975d517c5c7,84.28,2.1,2.9,30.1,66.3,2025-11-29 15:55:12
692ab50389680975d517c5c8,82.72,3.4,4.5,30.1,66.3,2025-11-29 15:55:32
692ab51789680975d517c5c9,84.51,3.3,3.9,30.1,66.4,2025-11-29 15:55:52
692ab52b89680975d517c5ca,84.39,5.1,5.6,30.2,66.5,2025-11-29 15:56:12
692ab53f89680975d517c5cb,84.39,2.1,5.3,30.1,66.5,2025-11-29 15:56:32
692ab55389680975d517c5cc,84.62,3.2,23.2,30.1,66.5,2025-11-29 15:56:52
692ab56789680975d517c5cd,84.28,3.0,6.4,30.1,66.5,2025-11-29 15:57:12
692ab57b89680975d517c5ce,84.73,2.9,3.6,30.1,66.4,2025-11-29 15:57:32
692ab58f89680975d517c5cf,85.41,2.5,2.7,30.1,66.4,2025-11-29 15:57:52
692ab5a389680975d517c5d0,85.07,2.5,2.7,30.1,66.5,2025-11-29 15:58:12
692ab5b789680975d517c5d1,85.18,3.1,5.5,30.1,66.5,2025-11-29 15:58:32
692ab5cb89680975d517c5d2,84.73,2.2,3.1,30.2,66.5,2025-11-29 15:58:52
692ab5df89680975d517c5d3,84.51,3.2,4.5,30.2,66.7,2025-11-29 15:59:12
692ab5f389680975d517c5d4,86.32,3.4,5.3,30.2,66.5,2025-11-29 15:59:32
692ab60789680975d517c5d5,86.21,2.2,2.4,30.2,66.5,2025-11-29 15:59:52
692ab61b89680975d517c5d6,86.21,2.1,3.2,30.2,66.4,2025-11-29 16:00:12
692ab62f89680975d517c5d7,85.07,0.7,0.7,30.2,66.5,2025-11-29 16:00:32
692ab64389680975d517c5d8,84.51,4.0,4.4,30.2,66.5,2025-11-29 16:00:52
692ab65789680975d517c5d9,85.75,2.6,24.3,30.2,66.4,2025-11-29 16:01:12
692ab66b89680975d517c5da,85.64,1.5,1.6,30.1,66.3,2025-11-29 16:01:32
692ab67f89680975d517c5db,85.18,2.7,8.1,30.1,66.3,2025-11-29 16:01:52
692ab69389680975d517c5dc,85.18,2.3,3.6,30.1,66.3,2025-11-29 16:02:12
692ab6a789680975d517c5dd,84.96,3.4,3.8,30.2,66.3,2025-11-29 16:02:32
692ab6bb89680975d517c5de,87.24,2.8,13.3,30.2,66.2,2025-11-29 16:02:52
692ab6cf89680975d517c5df,87.36,3.0,6.0,30.2,66.2,2025-11-29 16:03:12
692ab6e389680975d517c5e0,88.05,1.9,2.2,30.1,66.5,2025-11-29 16:03:32
692ab6f789680975d517c5e1,87.47,1.1,1.4,30.1,66.3,2025-11-29 16:03:52
692ab70b89680975d517c5e2,87.36,3.3,5.5,30.2,66.2,2025-11-29 16:04:12
692ab71f89680975d517c5e3,86.21,1.8,2.2,30.2,66.2,2025-11-29 16:04:32
692ab73389680975d517c5e4,87.01,2.9,4.1,30.1,66.0,2025-11-29 16:04:52
692ab74789680975d517c5e5,86.67,2.6,6.3,30.2,66.3,2025-11-29 16:05:12
692b269b89680975d517c5e6,109.39,1.6,1.7,24.6,49.7,2025-11-30 00:00:12
692b26b089680975d517c5e7,108.28,2.2,2.4,24.5,49.6,2025-11-30 00:00:32
692b26c489680975d517c5e8,107.05,2.0,6.4,24.6,49.5,2025-11-30 00:00:52
692b26d889680975d517c5e9,108.28,1.7,2.5,24.5,49.4,2025-11-30 00:01:12
692b26ec89680975d517c5ea,108.42,2.2,5.1,24.5,49.4,2025-11-30 00:01:32
692b270089680975d517c5eb,115.34,1.9,4.1,24.5,49.3,2025-11-30 00:01:52
692b271489680975d517c5ec,110.36,2.5,5.1,24.5,49.4,2025-11-30 00:02:12
692b272889680975d517c5ed,108.42,2.4,3.4,24.5,49.4,2025-11-30 00:02:32
692b273c89680975d517c5ee,107.46,1.3,3.8,24.5,49.5,2025-11-30 00:02:52
692b275089680975d517c5ef,107.6,1.7,2.8,24.5,49.8,2025-11-30 00:03:12
692b276489680975d517c5f0,108.28,4.2,10.7,24.5,49.8,2025-11-30 00:03:32
692b277889680975d517c5f1,108.56,1.5,2.1,24.6,50.1,2025-11-30 00:03:52
692b278c89680975d517c5f2,108.97,3.0,3.3,24.6,50.2,2025-11-30 00:04:12
692b27a089680975d517c5f3,111.06,2.2,3.9,24.6,50.7,2025-11-30 00:04:32
692b27b489680975d517c5f4,110.08,2.0,2.8,24.7,51.0,2025-11-30 00:04:52
692b27c889680975d517c5f5,108.7,1.9,2.0,24.7,51.0,2025-11-30 00:05:12
692b27dc89680975d517c5f6,109.8,2.0,2.9,24.7,50.7,2025-11-30 00:05:32
692b27f089680975d517c5f7,110.08,0.9,1.4,24.7,50.4,2025-11-30 00:05:52
692b280489680975d517c5f8,109.11,2.0,2.6,24.7,51.5,2025-11-30 00:06:12
692b281889680975d517c5f9,108.15,2.9,3.2,24.7,51.0,2025-11-30 00:06:32
692b282c89680975d517c5fa,110.22,3.1,3.4,24.7,50.6,2025-11-30 00:06:52
692b284089680975d517c5fb,109.25,2.3,6.1,24.7,50.4,2025-11-30 00:07:12
692b285489680975d517c5fc,109.25,1.8,3.3,24.7,50.3,2025-11-30 00:07:32
692b286889680975d517c5fd,109.8,1.8,1.9,24.7,50.2,2025-11-30 00:07:52
692b287c89680975d517c5fe,110.22,1.1,1.2,24.7,51.1,2025-11-30 00:08:12
692b289089680975d517c5ff,109.67,2.2,3.4,24.6,50.2,2025-11-30 00:08:32
692b28a489680975d517c600,110.64,1.8,1.9,24.6,49.9,2025-11-30 00:08:52
692b28b889680975d517c601,110.5,1.9,2.2,24.6,49.8,2025-11-30 00:09:12
692b28cc89680975d517c602,110.5,1.5,1.9,24.6,49.7,2025-11-30 00:09:32
692b28e089680975d517c603,110.36,3.5,9.0,24.5,49.5,2025-11-30 00:09:52
692b28f489680975d517c604,110.22,1.0,1.0,24.5,49.4,2025-11-30 00:10:12
692b290889680975d517c605,109.53,2.2,11.2,24.5,49.4,2025-11-30 00:10:32
692b291c89680975d517c606,108.7,2.8,5.3,24.5,49.4,2025-11-30 00:10:52
692b293089680975d517c607,109.11,0.7,1.1,24.5,49.3,2025-11-30 00:11:12
692b294489680975d517c608,108.97,2.1,2.3,24.5,49.2,2025-11-30 00:11:32
692b295889680975d517c609,108.28,2.4,4.3,24.5,49.0,2025-11-30 00:11:52
692b296c89680975d517c60a,108.28,2.6,5.8,24.4,49.2,2025-11-30 00:12:12
692b298089680975d517c60b,108.42,3.1,3.6,24.4,49.2,2025-11-30 00:12:32
692b299489680975d517c60c,108.97,1.8,2.0,24.4,49.2,2025-11-30 00:12:52
692b29a889680975d517c60d,108.28,1.8,2.9,24.5,49.3,2025-11-30 00:13:12
692b29bc89680975d517c60e,108.15,1.3,2.9,24.5,49.5,2025-11-30 00:13:32
692b29d089680975d517c60f,107.87,2.9,5.5,24.5,49.7,2025-11-30 00:13:52
692b29e489680975d517c610,108.01,1.6,2.6,24.5,50.3,2025-11-30 00:14:12
692b29f889680975d517c611,108.28,1.4,2.0,24.6,50.6,2025-11-30 00:14:32
692b2a0c89680975d517c612,103.03,1.8,2.8,24.6,50.8,2025-11-30 00:14:52
692b2a2089680975d517c613,106.92,2.0,2.9,24.6,50.7,2025-11-30 00:15:12
692b2a3489680975d517c614,112.9,1.1,1.6,24.6,50.4,2025-11-30 00:15:32
692b2a4889680975d517c615,112.33,1.9,2.3,24.6,50.3,2025-11-30 00:15:52
692b2a5c89680975d517c616,108.7,1.9,2.1,24.6,50.3,2025-11-30 00:16:12
692b2a7089680975d517c617,110.08,2.7,3.0,24.6,50.3,2025-11-30 00:16:32
692b2a8489680975d517c618,108.7,0.7,0.7,24.6,50.1,2025-11-30 00:16:52
692b2a9889680975d517c619,109.8,1.6,1.7,24.6,50.1,2025-11-30 00:17:12
692b2aac89680975d517c61a,109.11,3.3,13.1,24.6,50.1,2025-11-30 00:17:32
692b2ac089680975d517c61b,110.08,1.1,2.5,24.6,50.0,2025-11-30 00:17:52
692b2ad489680975d517c61c,110.5,2.2,3.2,24.5,49.9,2025-11-30 00:18:12
692b2ae889680975d517c61d,110.08,1.1,1.7,24.5,49.8,2025-11-30 00:18:32
692b2afc89680975d517c61e,110.78,1.9,3.6,24.5,49.7,2025-11-30 00:18:52
692b2b1089680975d517c61f,112.76,1.6,2.0,24.5,49.6,2025-11-30 00:19:12
692b2b2489680975d517c620,112.76,2.0,6.4,24.5,49.5,2025-11-30 00:19:32
692b2b3889680975d517c621,112.19,2.7,3.2,24.5,49.3,2025-11-30 00:19:52
692b2b4c89680975d517c622,110.92,2.8,3.1,24.4,49.4,2025-11-30 00:20:12
692b2b6089680975d517c623,111.48,2.9,5.3,24.4,49.3,2025-11-30 00:20:32
692b2b7489680975d517c624,111.77,1.3,1.9,24.4,49.2,2025-11-30 00:20:52
692b2b8889680975d517c625,110.5,2.1,4.7,24.4,49.1,2025-11-30 00:21:12
692b2b9c89680975d517c626,109.8,1.8,2.5,24.4,49.2,2025-11-30 00:21:32
692b2bb089680975d517c627,110.22,1.4,1.7,24.4,49.2,2025-11-30 00:21:52
692b2bc489680975d517c628,110.92,2.0,9.6,24.3,49.3,2025-11-30 00:22:12
692b2bd889680975d517c629,109.67,1.6,1.7,24.4,49.3,2025-11-30 00:22:32
692b2bec89680975d517c62a,110.5,3.5,6.9,24.3,49.4,2025-11-30 00:22:52
692b2c0089680975d517c62b,110.5,2.5,3.4,24.4,49.4,2025-11-30 00:23:12
692b2c1489680975d517c62c,108.28,3.0,3.3,24.4,49.5,2025-11-30 00:23:32
692b2c2889680975d517c62d,108.28,2.0,3.4,24.4,49.7,2025-11-30 00:23:52
692b2c3c89680975d517c62e,110.64,1.4,1.5,24.4,50.1,2025-11-30 00:24:12
692b2c5089680975d517c62f,109.8,2.5,3.3,24.5,50.5,2025-11-30 00:24:32
692b2c6489680975d517c630,110.92,1.3,1.7,24.5,50.7,2025-11-30 00:24:52
692b2c7889680975d517c631,108.97,2.3,2.5,24.5,50.6,2025-11-30 00:25:12
692b2c8c89680975d517c632,108.28,1.8,2.4,24.6,50.4,2025-11-30 00:25:32
692b2ca089680975d517c633,104.76,1.5,1.6,24.6,50.2,2025-11-30 00:25:52
692b2cb489680975d517c634,108.97,1.9,2.3,24.6,50.1,2025-11-30 00:26:12
692b2cc889680975d517c635,109.67,1.2,1.7,24.6,50.4,2025-11-30 00:26:32
692b2cdc89680975d517c636,109.8,2.1,2.8,24.6,50.5,2025-11-30 00:26:52
692b2cf089680975d517c637,109.67,2.8,4.9,24.6,50.8,2025-11-30 00:27:12
692b2d0489680975d517c638,109.25,3.2,3.5,24.6,50.0,2025-11-30 00:27:32
692b2d1889680975d517c639,110.64,2.1,2.8,24.6,49.7,2025-11-30 00:27:52
692b2d2c89680975d517c63a,108.97,1.1,1.7,24.6,49.5,2025-11-30 00:28:12
692b2d4089680975d517c63b,110.08,2.2,2.7,24.6,49.3,2025-11-30 00:28:32
692b2d5489680975d517c63c,108.83,2.1,9.4,24.6,49.2,2025-11-30 00:28:52
692b2d6889680975d517c63d,110.5,1.0,3.9,24.6,49.0,2025-11-30 00:29:12
692b2d7c89680975d517c63e,108.28,1.0,1.3,24.5,48.9,2025-11-30 00:29:32
692b2d9089680975d517c63f,108.7,2.2,2.8,24.5,48.7,2025-11-30 00:29:52
692b2da489680975d517c640,110.78,2.7,2.9,24.5,48.7,2025-11-30 00:30:12
692b2db889680975d517c641,108.97,3.5,10.0,24.5,48.6,2025-11-30 00:30:32
692b2dcc89680975d517c642,109.53,0.9,1.0,24.4,48.6,2025-11-30 00:30:52
692b2de089680975d517c643,108.42,3.0,3.9,24.4,48.6,2025-11-30 00:31:12
692b2df489680975d517c644,109.53,1.3,1.4,24.4,48.5,2025-11-30 00:31:32
692b2e0889680975d517c645,109.25,3.8,6.8,24.4,48.5,2025-11-30 00:31:52
692b2e1c89680975d517c646,110.92,1.6,2.5,24.4,48.7,2025-11-30 00:32:12
692b2e3089680975d517c647,114.62,1.3,8.0,24.4,48.9,2025-11-30 00:32:32
692b2e4489680975d517c648,112.62,2.4,3.0,24.4,49.4,2025-11-30 00:32:52
692b2e5889680975d517c649,110.08,0.6,0.6,24.4,49.6,2025-11-30 00:33:12
692b2e6c89680975d517c64a,109.67,1.1,1.7,24.4,49.4,2025-11-30 00:33:32
692b2e8089680975d517c64b,110.08,1.5,1.7,24.5,49.5,2025-11-30 00:33:52
692b2e9489680975d517c64c,110.22,2.0,3.0,24.5,49.7,2025-11-30 00:34:12
692b2ea889680975d517c64d,109.8,2.2,3.6,24.5,50.0,2025-11-30 00:34:32
692b2ebc89680975d517c64e,109.8,2.3,2.5,24.6,50.0,2025-11-30 00:34:52
692b2ed089680975d517c64f,108.97,2.9,3.9,24.6,49.8,2025-11-30 00:35:12
692b2ee489680975d517c650,107.87,1.1,3.4,24.6,49.6,2025-11-30 00:35:32
692b2ef889680975d517c651,109.25,3.1,3.9,24.6,49.5,2025-11-30 00:35:52
692b2f0c89680975d517c652,109.8,1.6,1.7,24.6,49.6,2025-11-30 00:36:12
692b2f2089680975d517c653,109.67,1.4,5.5,24.6,49.6,2025-11-30 00:36:32
692b2f3489680975d517c654,108.7,2.4,2.8,24.6,49.5,2025-11-30 00:36:52
692b2f4889680975d517c655,109.8,1.7,10.9,24.5,49.3,2025-11-30 00:37:12
692b2f5c89680975d517c656,108.7,1.6,2.0,24.5,49.2,2025-11-30 00:37:32
692b2f7089680975d517c657,110.22,1.3,1.7,24.5,49.2,2025-11-30 00:37:52
692b2f8489680975d517c658,108.28,1.9,3.0,24.5,50.1,2025-11-30 00:38:12
692b2f9889680975d517c659,108.7,1.4,1.8,24.5,49.3,2025-11-30 00:38:32
692b2fac89680975d517c65a,108.7,2.7,4.7,24.5,49.1,2025-11-30 00:38:52
692b2fc089680975d517c65b,108.15,3.7,4.3,24.4,48.9,2025-11-30 00:39:12
692b2fd489680975d517c65c,106.78,1.6,2.1,24.4,48.7,2025-11-30 00:39:32
692b2fe889680975d517c65d,108.28,2.3,2.5,24.4,48.6,2025-11-30 00:39:52
692b2ffc89680975d517c65e,108.28,1.3,1.5,24.4,48.6,2025-11-30 00:40:12
692b301089680975d517c65f,106.78,2.1,2.3,24.4,48.5,2025-11-30 00:40:32
692b302489680975d517c660,106.64,1.1,1.5,24.4,48.3,2025-11-30 00:40:52
692b303889680975d517c661,107.46,2.2,2.5,24.3,48.3,2025-11-30 00:41:12
692b304c89680975d517c662,106.78,1.5,2.0,24.4,48.6,2025-11-30 00:41:32
692b306089680975d517c663,107.46,2.1,2.3,24.3,48.4,2025-11-30 00:41:52
692b307489680975d517c664,107.05,0.7,1.5,24.3,48.4,2025-11-30 00:42:12
692b308889680975d517c665,107.05,1.7,4.3,24.3,48.8,2025-11-30 00:42:32
692b309c89680975d517c666,105.43,2.3,5.4,24.3,48.7,2025-11-30 00:42:52
692b30b089680975d517c667,106.37,2.4,5.4,24.3,48.6,2025-11-30 00:43:12
692b30c489680975d517c668,106.92,1.4,2.9,24.4,48.9,2025-11-30 00:43:32
692b30d889680975d517c669,108.28,2.5,7.4,24.4,49.2,2025-11-30 00:43:52
692b30ec89680975d517c66a,108.15,2.9,4.9,24.5,49.6,2025-11-30 00:44:12
692b310089680975d517c66b,108.28,0.8,0.8,24.5,49.9,2025-11-30 00:44:32
692b311489680975d517c66c,108.28,3.0,6.2,24.5,49.8,2025-11-30 00:44:52
692b312889680975d517c66d,107.32,1.7,3.8,24.5,49.6,2025-11-30 00:45:12
692b313c89680975d517c66e,108.28,2.0,2.2,24.6,49.7,2025-11-30 00:45:32
692b315089680975d517c66f,108.42,1.1,1.5,24.6,49.3,2025-11-30 00:45:52
692b316489680975d517c670,108.28,1.6,2.0,24.5,49.2,2025-11-30 00:46:12
692b317889680975d517c671,103.69,3.0,3.3,24.5,49.2,2025-11-30 00:46:32
692b318c89680975d517c672,107.6,1.3,1.8,24.5,49.1,2025-11-30 00:46:52
692b31a089680975d517c673,108.7,2.5,2.7,24.5,49.0,2025-11-30 00:47:12
692b31b489680975d517c674,110.08,0.9,1.0,24.5,49.0,2025-11-30 00:47:32
692b31c889680975d517c675,110.5,1.8,3.9,24.5,48.9,2025-11-30 00:47:52
692b31dc89680975d517c676,110.64,1.4,9.1,24.5,48.8,2025-11-30 00:48:12
692b31f089680975d517c677,110.64,1.4,2.4,24.5,48.8,2025-11-30 00:48:32
692b320489680975d517c678,110.64,2.7,4.5,24.5,48.6,2025-11-30 00:48:52
692b321889680975d517c679,110.64,3.7,14.5,24.4,48.5,2025-11-30 00:49:12
692b322c89680975d517c67a,111.77,3.4,4.9,24.4,48.5,2025-11-30 00:49:32
692b324089680975d517c67b,110.08,3.0,5.9,24.4,48.3,2025-11-30 00:49:52
692b325489680975d517c67c,110.64,2.9,5.3,24.4,48.3,2025-11-30 00:50:12
692b326889680975d517c67d,109.25,2.7,3.9,24.4,48.2,2025-11-30 00:50:32
692b327c89680975d517c67e,110.92,1.5,1.7,24.4,48.0,2025-11-30 00:50:52
692b329089680975d517c67f,110.5,2.1,2.3,24.4,48.0,2025-11-30 00:51:12
692b32a489680975d517c680,110.36,1.8,4.2,24.3,48.0,2025-11-30 00:51:32
692b32b889680975d517c681,110.08,1.3,2.2,24.4,48.2,2025-11-30 00:51:52
692b32cc89680975d517c682,110.78,1.3,1.9,24.4,48.2,2025-11-30 00:52:12
692b32e089680975d517c683,110.22,2.1,6.8,24.3,48.6,2025-11-30 00:52:32
692b32f489680975d517c684,110.22,2.1,4.8,24.3,48.7,2025-11-30 00:52:52
692b330889680975d517c685,110.36,1.1,2.0,24.4,48.8,2025-11-30 00:53:12
692b331c89680975d517c686,110.5,2.5,3.0,24.4,49.1,2025-11-30 00:53:32
692b333089680975d517c687,110.64,2.0,2.2,24.4,49.2,2025-11-30 00:53:52
692b334489680975d517c688,110.5,1.9,3.2,24.5,49.7,2025-11-30 00:54:12
692b335889680975d517c689,110.08,2.7,3.0,24.5,49.4,2025-11-30 00:54:32
692b336c89680975d517c68a,109.25,1.8,2.8,24.5,49.3,2025-11-30 00:54:52
692b338089680975d517c68b,110.08,2.3,2.9,24.5,49.2,2025-11-30 00:55:12
692b339489680975d517c68c,110.36,3.0,16.8,24.5,49.2,2025-11-30 00:55:32
692b33a889680975d517c68d,109.94,2.4,8.1,24.5,49.2,2025-11-30 00:55:52
692b33bc89680975d517c68e,110.78,1.0,1.5,24.5,49.0,2025-11-30 00:56:12
692b33d089680975d517c68f,109.53,1.5,2.2,24.5,48.9,2025-11-30 00:56:32
692b33e489680975d517c690,109.8,2.4,2.6,24.4,48.9,2025-11-30 00:56:52
692b33f889680975d517c691,110.5,1.2,1.5,24.4,48.8,2025-11-30 00:57:12
692b340c89680975d517c692,110.36,2.2,2.4,24.4,48.7,2025-11-30 00:57:32
692b345cdf556e31e6c9d8cf,108.97,2.0,2.6,24.3,48.2,2025-11-30 00:58:52
692b3470df556e31e6c9d8d0,108.56,2.2,8.1,24.3,48.1,2025-11-30 00:59:12
692b3484f7e9946d47db6c18,109.53,3.7,8.4,24.3,48.1,2025-11-29 17:59:32
692b3498f7e9946d47db6c19,108.42,1.5,1.6,24.3,48.0,2025-11-29 17:59:52
692b34acf7e9946d47db6c1a,107.05,1.5,1.7,24.3,47.9,2025-11-29 18:00:12
692b34c0f7e9946d47db6c1b,108.56,1.7,3.1,24.2,47.7,2025-11-29 18:00:32
692b34d4f7e9946d47db6c1c,108.28,3.2,3.9,24.2,48.6,2025-11-29 18:00:52
692b34e8f7e9946d47db6c1d,108.7,1.5,2.3,24.3,48.0,2025-11-29 18:01:12
692b34fcf7e9946d47db6c1e,108.83,3.0,3.2,24.3,48.0,2025-11-29 18:01:32
692b3510f7e9946d47db6c1f,108.28,1.7,2.4,24.2,48.0,2025-11-29 18:01:52
692b3524f7e9946d47db6c20,108.15,1.4,2.7,24.3,48.0,2025-11-29 18:02:12
692b3538f7e9946d47db6c21,108.28,1.4,3.4,24.3,48.3,2025-11-29 18:02:32
692b354cf7e9946d47db6c22,108.28,1.2,1.3,24.3,48.7,2025-11-29 18:02:52
692b3560f7e9946d47db6c23,109.25,3.0,3.5,24.3,48.6,2025-11-29 18:03:12
692b3574f7e9946d47db6c24,109.8,1.1,1.8,24.4,49.0,2025-11-29 18:03:32
692b3588f7e9946d47db6c25,108.7,1.8,4.5,24.4,49.5,2025-11-29 18:03:52
692b359cf7e9946d47db6c26,108.28,2.1,6.2,24.4,49.7,2025-11-29 18:04:12
692b35b0f7e9946d47db6c27,108.28,1.4,1.5,24.5,49.3,2025-11-29 18:04:32
692b35c4f7e9946d47db6c28,108.28,3.3,4.3,24.5,49.1,2025-11-29 18:04:52
692b35d8f7e9946d47db6c29,108.28,0.9,0.9,24.5,49.0,2025-11-29 18:05:12
692b35ecf7e9946d47db6c2a,108.56,3.7,4.9,24.5,48.9,2025-11-29 18:05:32
692b3600f7e9946d47db6c2b,108.28,1.5,2.6,24.5,48.8,2025-11-29 18:05:52
692b3614f7e9946d47db6c2c,108.56,1.2,2.1,24.5,48.8,2025-11-29 18:06:12
692b3628f7e9946d47db6c2d,108.28,2.1,2.2,24.4,48.6,2025-11-29 18:06:32
692b363cf7e9946d47db6c2e,108.28,2.2,2.4,24.5,48.6,2025-11-29 18:06:52
692b3650f7e9946d47db6c2f,108.28,1.5,2.2,24.4,48.6,2025-11-29 18:07:12
692b3664f7e9946d47db6c30,108.28,1.8,3.6,24.4,48.4,2025-11-29 18:07:32
692b3678f7e9946d47db6c31,108.28,1.7,2.2,24.4,48.4,2025-11-29 18:07:52
692b368cf7e9946d47db6c32,108.15,1.8,2.7,24.4,48.2,2025-11-29 18:08:12
692b36a0f7e9946d47db6c33,108.15,2.7,2.9,24.4,48.2,2025-11-29 18:08:32
692b36b4f7e9946d47db6c34,108.15,2.4,13.4,24.3,48.2,2025-11-29 18:08:52
692b36c8f7e9946d47db6c35,107.6,2.1,2.6,24.3,48.2,2025-11-29 18:09:12
692b36dcf7e9946d47db6c36,108.28,2.3,4.9,24.3,48.0,2025-11-29 18:09:32
692b36f0f7e9946d47db6c37,106.37,1.0,4.2,24.3,47.9,2025-11-29 18:09:52
692b3704f7e9946d47db6c38,108.28,1.5,2.2,24.2,47.9,2025-11-29 18:10:12
692b3718f7e9946d47db6c39,108.01,4.9,11.2,24.3,47.9,2025-11-29 18:10:32
692b372cf7e9946d47db6c3a,107.87,1.8,4.3,24.2,47.9,2025-11-29 18:10:52
692b3740f7e9946d47db6c3b,107.6,1.4,2.1,24.2,48.0,2025-11-29 18:11:12
692b3754f7e9946d47db6c3c,108.28,1.8,3.1,24.2,48.1,2025-11-29 18:11:32
692b3768f7e9946d47db6c3d,108.01,1.7,2.8,24.2,48.1,2025-11-29 18:11:52
692b377cf7e9946d47db6c3e,108.15,3.1,4.1,24.2,48.2,2025-11-29 18:12:12
692b3790be92235378a91bb3,108.28,1.3,3.4,24.3,48.5,2025-11-29 18:12:32
692b37a4be92235378a91bb4,107.32,0.9,0.9,24.3,48.7,2025-11-29 18:12:52
692b37b8be92235378a91bb5,108.42,2.7,3.9,24.3,48.9,2025-11-29 18:13:12
692b37ccbe92235378a91bb6,108.28,2.5,4.4,24.4,49.1,2025-11-29 18:13:32
692b37e0be92235378a91bb7,108.15,2.0,2.7,24.4,49.2,2025-11-29 18:13:52
692b37f4be92235378a91bb8,106.51,0.6,0.6,24.5,49.2,2025-11-29 18:14:12
692b3808be92235378a91bb9,108.15,2.0,3.0,24.5,48.9,2025-11-29 18:14:32
692b381cbe92235378a91bba,108.15,2.6,5.6,24.5,48.8,2025-11-29 18:14:52
692b3830be92235378a91bbb,108.01,4.0,5.3,24.4,48.7,2025-11-29 18:15:12
692b3844be92235378a91bbc,108.15,1.9,2.4,24.4,48.8,2025-11-29 18:15:32
692b3858be92235378a91bbd,108.28,3.3,11.9,24.4,48.6,2025-11-29 18:15:52
692b386cbe92235378a91bbe,108.42,2.0,2.2,24.5,48.5,2025-11-29 18:16:12
692b3880be92235378a91bbf,107.73,2.2,4.0,24.4,48.3,2025-11-29 18:16:32
692b3894be92235378a91bc0,108.15,2.6,4.3,24.5,48.2,2025-11-29 18:16:52
692b38a8be92235378a91bc1,108.28,1.8,1.9,24.4,48.0,2025-11-29 18:17:12
692b38bcbe92235378a91bc2,108.7,1.8,1.9,24.4,48.0,2025-11-29 18:17:32
692b38d0be92235378a91bc3,107.87,1.9,4.0,24.4,47.9,2025-11-29 18:17:52
692b38e4be92235378a91bc4,108.15,1.4,1.6,24.3,47.9,2025-11-29 18:18:12
692b38f8be92235378a91bc5,108.28,1.8,5.1,24.3,47.8,2025-11-29 18:18:32
692b390cbe92235378a91bc6,108.15,2.4,3.2,24.3,47.8,2025-11-29 18:18:52
692b3920be92235378a91bc7,107.87,5.5,6.1,24.3,47.7,2025-11-29 18:19:12
692b3934be92235378a91bc8,107.73,2.3,3.5,24.3,47.7,2025-11-29 18:19:32
692b3948be92235378a91bc9,107.46,1.2,1.7,24.2,47.4,2025-11-29 18:19:52
